   1.6537835e-01	  -9.6278896e-02	
   5.9921082e+00	   5.9619031e-02	
  -1.4785935e-01	   7.0142848e-02	
   6.1118990e+00	   1.2147284e-01	
   1.4656472e-02	  -1.0445011e-01	
   5.8591473e+00	  -1.3741618e-01	
   2.4572367e-01	   3.2507667e-02	
   5.9670859e+00	  -5.3622956e-02	
  -1.7768746e-01	   1.4116403e-01	
   6.0895072e+00	  -2.7905598e-02	
   2.6831412e-01	  -6.1880197e-02	
   5.8925711e+00	   7.5447081e-02	
   2.2023088e-01	  -3.0973134e-01	
   5.7910565e+00	  -3.8757419e-01	
  -1.1011586e-02	   1.5014112e-01	
   6.0943640e+00	  -4.9000843e-02	
   7.3395768e-02	   3.5331286e-02	
   5.7873635e+00	   3.1733319e-01	
   4.1068325e-02	   2.7296247e-01	
   6.0622361e+00	   2.2565580e-01	
   4.7013888e-01	   2.8303082e-01	
   5.8075010e+00	  -3.2404746e-01	
   1.0816572e-01	   2.7344587e-01	
   5.8921712e+00	   2.6439725e-01	
   5.9793220e-02	  -3.2772606e-01	
   5.8953552e+00	  -2.0523806e-01	
   1.4665732e-01	  -4.5338630e-01	
   5.9795850e+00	  -2.1580461e-01	
  -1.2072645e-01	  -5.2138958e-02	
   6.2746749e+00	  -1.6840989e-02	
   3.4106768e-01	  -4.6257214e-02	
   6.0559778e+00	  -2.0232286e-01	
   1.5981687e-01	  -5.1556067e-02	
   6.0249721e+00	   7.9481101e-02	
   3.6663895e-01	  -3.9427678e-04	
   6.0024300e+00	   2.3842656e-01	
   1.1584226e-01	   2.9256572e-01	
   6.0991758e+00	   4.6658295e-01	
  -1.4054365e-01	   1.9918971e-01	
   5.9115641e+00	  -1.5551221e-03	
  -2.9769251e-01	   5.3428378e-02	
   5.9492710e+00	   1.1259258e-02	
  -5.5710858e-02	  -1.0737683e-01	
   6.0953233e+00	   9.7861895e-02	
  -1.0328516e-01	   1.6651203e-02	
   5.8873178e+00	  -2.6264976e-02	
   6.2732812e-02	  -1.7246248e-01	
   6.0101368e+00	  -2.0079559e-01	
  -2.4015922e-02	   3.0469560e-01	
   6.2398318e+00	   2.9279734e-01	
  -6.8083874e-02	   5.4186284e-02	
   5.6132995e+00	  -6.4001405e-01	
  -7.6439753e-02	   4.5257941e-02	
   6.2110922e+00	  -1.6350149e-01	
   4.4821943e-01	   1.8858187e-01	
   5.9064247e+00	  -3.4046885e-01	
  -2.6133933e-01	   2.8165244e-02	
   6.0894680e+00	   1.6939868e-01	
   1.9011652e-01	  -7.4880044e-02	
   6.1179394e+00	  -2.2694795e-01	
   1.2503941e-01	  -3.0584437e-01	
   6.0462503e+00	  -5.5011463e-01	
  -2.7268195e-01	  -3.0105454e-01	
   5.7876750e+00	   2.6084120e-01	
   9.3690556e-02	  -2.0573170e-01	
   6.0191012e+00	   2.3648382e-02	
  -8.4145635e-02	   1.4856248e-01	
   5.5286479e+00	   1.2872231e-01	
   1.4085043e-01	  -2.3873509e-02	
   6.1028287e+00	  -1.3954611e-01	
   2.0222145e-01	   3.0435594e-01	
   6.4299999e+00	   9.8670938e-02	
   4.4753599e-02	   1.6928633e-01	
   5.9708959e+00	  -7.3458499e-02	
   5.1174109e-02	   3.8970168e-01	
   5.5437035e+00	  -3.0775067e-02	
  -2.7371421e-02	   3.2639217e-02	
   5.5310853e+00	   2.0770721e-02	
   3.9480387e-01	  -1.4178688e-02	
   5.9492521e+00	   1.7062620e-01	
  -3.7107773e-02	   1.9346538e-01	
   5.5721970e+00	   6.7502244e-01	
  -1.2737665e-01	  -2.1967066e-01	
   5.9273772e+00	  -4.0989877e-01	
  -8.1945738e-02	   1.5416900e-02	
   5.7149008e+00	  -1.7363316e-01	
   1.2620634e-01	  -4.4959271e-02	
   6.1118349e+00	  -4.8855430e-02	
   4.0913321e-02	  -9.9967824e-02	
   5.6294618e+00	   1.0497830e-02	
  -2.9087478e-02	  -1.1004500e-02	
   6.0016446e+00	   1.4280447e-01	
   2.7726676e-01	   3.1233563e-01	
   6.3838012e+00	  -2.0787006e-01	
   1.9706531e-01	   3.5049358e-01	
   5.7986457e+00	  -1.8668960e-01	
   3.2177381e-01	   1.2235411e-01	
   5.4822145e+00	  -2.2152519e-01	
   3.3084753e-01	   2.0402203e-01	
   5.6564640e+00	  -1.7555511e-01	
   3.6516039e-01	   4.3310040e-01	
   6.0167651e+00	  -1.4663009e-01	
   9.5891998e-02	  -1.6395772e-01	
   6.3493380e+00	   1.3752608e-01	
   2.8631094e-01	   3.6485565e-03	
   5.8137216e+00	  -2.0284918e-01	
   7.5723457e-03	  -1.0465219e-01	
   5.7652103e+00	   1.2697802e-01	
   1.2769011e-01	  -1.5751890e-01	
   6.1065533e+00	   1.0835839e-01	
  -9.8411768e-02	  -2.1406555e-02	
   6.1488230e+00	  -1.1654660e-01	
   4.2225946e-01	   3.7156595e-02	
   5.9205726e+00	  -2.1527557e-01	
   9.3153310e-03	   3.3130999e-01	
   6.0944391e+00	  -5.0571219e-02	
   2.3783604e-01	   3.5741218e-01	
   6.2106646e+00	  -2.3329331e-01	
  -4.8204585e-02	   2.8248165e-01	
   5.9936908e+00	  -3.0549419e-01	
   3.2281578e-02	  -3.5812539e-01	
   5.9554900e+00	   9.7468333e-02	
  -2.3694548e-01	  -1.4937062e-01	
   5.9914737e+00	  -3.2979230e-01	
   4.2009204e-01	   6.3259834e-02	
   5.9274711e+00	  -6.5580811e-02	
   1.4773347e-01	  -2.4672961e-02	
   5.8298853e+00	  -1.1658918e-01	
  -2.2504066e-02	   3.1853543e-01	
   5.9457146e+00	  -2.8183454e-01	
   6.0950714e-02	  -7.2526581e-02	
   5.7117900e+00	   1.2875697e-01	
   2.8650915e-01	  -1.7952727e-01	
   5.9707854e+00	   3.7525423e-01	
   8.8982203e-02	   2.2963000e-01	
   5.9928462e+00	   1.6079880e-01	
   3.5938620e-01	   2.6675498e-02	
   5.6517128e+00	  -8.7731384e-02	
   2.3444240e-01	   9.1854822e-02	
   5.8994753e+00	   2.0680906e-02	
   2.2912526e-01	  -2.2157258e-01	
   6.0084697e+00	   3.2586487e-01	
   4.4974212e-01	  -3.8653217e-05	
   5.8076111e+00	   1.1568949e-01	
  -2.4778295e-01	  -4.1992966e-01	
   6.1287254e+00	   2.5319729e-01	
   1.2379758e-01	   1.0543347e-01	
   5.9586447e+00	  -4.9658449e-02	
   3.2957158e-01	   2.7761413e-01	
   6.0069849e+00	   2.4331118e-01	
   1.6613209e-01	   2.1539514e-01	
   6.0334915e+00	  -2.6605752e-01	
   7.7906820e-02	   1.0608073e-01	
   5.4834119e+00	   1.7523835e-01	
   3.5938785e-01	   3.6919094e-01	
   5.9741462e+00	   4.0766344e-02	
   5.2474052e-02	   4.2286810e-02	
   5.4498434e+00	   7.1863708e-02	
   8.6686471e-03	   5.5165467e-02	
   5.8146687e+00	   1.0677658e-02	
  -2.2656829e-02	   9.3802951e-02	
   5.7912723e+00	  -5.4295536e-02	
   3.3025671e-01	  -3.3620062e-02	
   5.7396076e+00	   2.1040489e-01	
   1.7292223e-01	   4.1759607e-02	
   5.7554224e+00	   3.3635895e-01	
   3.8215087e-01	  -1.5504365e-01	
   6.0141595e+00	   5.6436657e-01	
   3.8293271e-02	  -1.4802836e-01	
   5.5370377e+00	   3.8783910e-01	
   1.1256972e-01	   2.6346201e-01	
   6.0365689e+00	   7.1426912e-02	
   1.3762665e-01	  -3.0629476e-01	
   5.8958217e+00	  -4.4565645e-02	
  -2.1461041e-01	   4.6766606e-02	
   5.5843738e+00	  -2.1053277e-01	
  -4.4467313e-02	   1.6355444e-01	
   5.9307871e+00	   2.5906454e-01	
   3.2345052e-02	   5.4525931e-02	
   5.7820343e+00	  -1.4090699e-01	
   8.9801516e-02	   1.8459434e-01	
   5.6391573e+00	   7.5114233e-02	
  -8.3429282e-02	  -3.3793759e-02	
   5.4257677e+00	  -3.1145370e-02	
   1.9645795e-01	  -3.0488624e-01	
   6.2186389e+00	  -7.4195740e-02	
   2.5106301e-01	  -2.6018951e-01	
   5.9659135e+00	  -5.5364658e-02	
   1.5104839e-01	  -5.3995468e-01	
   5.9144541e+00	   3.6096639e-01	
   1.7718563e-01	   1.2688466e-01	
   5.8003707e+00	   9.9973419e-02	
  -1.6306647e-01	   3.8999973e-01	
   5.9863663e+00	  -2.8749666e-01	
   2.7209015e-01	   6.4188566e-02	
   5.8182422e+00	  -4.4057301e-01	
   3.3047456e-01	   1.4724654e-01	
   5.5920675e+00	  -2.3463340e-01	
  -1.0204220e-01	  -7.1634423e-02	
   6.0252991e+00	  -6.5721890e-02	
   2.9392690e-01	   2.1072977e-01	
   5.3518267e+00	  -1.9051795e-01	
   2.4649443e-01	   4.2368030e-01	
   5.9284664e+00	  -1.3331395e-02	
  -3.3223127e-02	  -7.0540802e-02	
   5.4248151e+00	   3.8012308e-03	
   5.8712588e-01	   2.8792985e-01	
   6.1184843e+00	   2.0909650e-01	
  -2.6344043e-02	   2.9346734e-01	
   6.2871232e+00	   9.7160998e-02	
   8.1240644e-01	   3.5206175e-01	
   5.6390621e+00	  -1.0887851e-01	
   1.6051210e-01	   1.2200844e-01	
   5.8680470e+00	  -1.3649734e-01	
   5.2458321e-01	   5.0203137e-02	
   5.9763297e+00	  -2.4010955e-02	
   8.8227010e-02	   1.7266835e-01	
   6.1125700e+00	   2.8701727e-01	
  -9.6644973e-02	  -2.4234458e-02	
   5.9047174e+00	  -5.3030134e-01	
   1.0031565e-01	   1.0178584e-01	
   5.9115955e+00	  -1.6690876e-01	
  -5.2911318e-02	   8.1667111e-02	
   5.7463210e+00	  -7.0470498e-02	
   2.4522936e-01	   2.1835565e-01	
   5.8366603e+00	  -3.0044127e-02	
  -1.6138799e-02	   3.8356150e-01	
   5.6226205e+00	   9.5318046e-02	
   1.5443315e-01	  -4.6232484e-02	
   5.5559426e+00	   3.7425824e-01	
   1.0921967e-01	   2.9393222e-01	
   6.1012523e+00	  -3.9691748e-02	
  -2.7387796e-01	  -2.2064873e-02	
   5.9643735e+00	   1.9279771e-01	
   3.5862323e-01	  -4.2657764e-02	
   5.8458870e+00	   1.3980867e-01	
   1.5617635e-01	   6.6196515e-03	
   5.8476100e+00	   1.0964245e-01	
   7.9556421e-02	  -1.6261091e-01	
   6.2253044e+00	   2.3762022e-01	
   3.3496538e-01	   1.3379280e-01	
   5.8164937e+00	   7.3177130e-02	
   1.4543355e-02	   3.9071471e-01	
   5.6293090e+00	  -3.0706019e-01	
   1.3836513e-01	  -2.6566608e-02	
   5.6741728e+00	  -5.5386459e-02	
   5.3589179e-02	  -1.6476842e-01	
   6.0651490e+00	   1.9028644e-01	
   1.7125748e-01	   8.9454807e-03	
   5.8700974e+00	  -8.2142254e-02	
   4.8681746e-01	   9.0562668e-02	
   5.7018541e+00	  -2.4441232e-01	
   2.2091316e-01	  -5.7036732e-01	
   5.3624460e+00	  -6.5945012e-02	
   3.4760592e-01	   2.8065473e-02	
   6.0548090e+00	  -2.2986137e-01	
   1.5989545e-01	  -2.2903731e-01	
   6.1503389e+00	   2.5960349e-01	
   4.4842569e-01	  -1.4089900e-01	
   5.5328371e+00	  -4.5866483e-01	
   3.0679282e-01	  -2.9018825e-01	
   5.7759488e+00	  -1.5815648e-03	
   2.7546207e-01	  -2.1003589e-01	
   5.7779906e+00	  -5.0277205e-03	
   1.6251837e-01	  -2.5996240e-01	
   5.6611154e+00	  -3.1650068e-01	
   4.0009554e-01	   6.6481265e-02	
   6.0499667e+00	  -4.2859216e-01	
   5.9786542e-01	  -1.9605774e-01	
   5.8747638e+00	   1.6122072e-01	
   3.6362143e-01	   3.7359794e-02	
   5.7133430e+00	  -4.5199696e-01	
   5.3519460e-01	   2.4786567e-01	
   5.8890828e+00	   1.6139905e-01	
   7.0339426e-02	  -1.0549704e-01	
   5.5885101e+00	   1.2573000e-02	
  -2.6733715e-01	  -5.8988551e-02	
   5.7935245e+00	   4.6736862e-01	
   4.2703469e-01	   7.2718628e-02	
